Class,Label,RMSE,MAE,NRMSE (by avg),NRMSE (by max),Normalized RMSE (0-1),Avg Count,Max Count,Non-Zero Rate
132,Golden-winged Warbler,0.08216391349163076,0.006058508064597845,56.95931027308412,0.02054097837290769,0.02054097837290769,0.0014425019,4.0,0.0015147318491846415
133,Grasshopper Sparrow,0.02738797175423808,0.0005193006945773959,59.33261674528522,0.01369398587711904,0.01369398587711904,0.0004616006,2.0,0.00022504587473600387
134,Gray Catbird,2.2987454641773475,2.0725290775299072,8.715720544414857,0.035365314833497655,0.035365315852200666,0.26374704,65.0,0.1182702627843368
135,Gray Flycatcher,0.07820619000250649,0.006116208154708147,225.89857767566122,0.07820619000250649,0.07820619000250649,0.00034620045,1.0,0.00041546930720493024
136,Gray Kingbird,0.20424777365385124,0.03479314595460892,49.164139338400794,0.03404129560897521,0.034041298268840094,0.0041544056,6.0,0.0025447495066301977
137,Gray-cheeked Thrush,0.2448476624191458,0.05418036878108978,39.291249955997,0.0349782374884494,0.034978238745022795,0.006231608,7.0,0.005028909739293009
138,Graylag Goose,0.1573319170990474,0.013905717991292477,37.87110212395423,0.01573319170990474,0.01573319156191783,0.0041544056,10.0,0.0015320430703181802
139,Great Black-backed Gull,0.0635531696801864,0.004039005376398563,52.449524425913204,0.0635531696801864,0.0635531696801864,0.0012117015,1.0,0.0013329640272824845
140,Great Blue Heron,3.1756150318297873,2.835554838180542,5.88752492699493,0.07056922292955083,0.0705692253637178,0.5393803,45.0,0.2253488211058408
141,Great Crested Flycatcher,1.8924854677113527,1.822803020477295,10.9001881124092,0.14557580520856558,0.1455758275052089,0.17361952,13.0,0.09534155039296471
142,Great Egret,4.33803330366718,3.2205874919891357,7.312757278740265,0.019280148016298577,0.01928014946557496,0.59321445,225.0,0.20345878198248105
143,Great Horned Owl,0.8354626313943796,0.6902660131454468,36.74975287924951,0.1670925262788759,0.16709252739361466,0.02273383,5.0,0.015528165356784267
144,Great-tailed Grackle,0.09241001825386436,0.00819341093301773,400.3895027847693,0.030803339417954784,0.03080334099266661,0.0002308003,3.0,9.521171623446318e-05
145,Greater Scaup,0.4241566066292169,0.03531244769692421,34.03267788406889,0.01413855355430723,0.014138554155838765,0.012463216,30.0,0.0025274382854966588
146,Greater White-fronted Goose,0.09962134663315998,0.009924412705004215,431.6343855232611,0.09962134663315998,0.09962134663315998,0.0002308003,1.0,0.000432780528338469
147,Greater Yellowlegs,1.0353232770797,0.6026772856712341,18.328077679671704,0.02875897991888056,0.028758979156763825,0.056488372,36.0,0.0163677595817609
148,Green Heron,1.1600847318549659,1.0722981691360474,12.830522802736873,0.07250529574093537,0.07250529574093537,0.090416014,16.0,0.05125852577640827
149,Green-winged Teal,13.945753450661625,0.24724481999874115,66.65577951074144,0.007834692949809902,0.007834693558462242,0.20922047,1780.0,0.0034103105633071355
150,Groove-billed Ani,0.01860646267699265,0.00034620045335032046,64.49372357120038,0.01860646267699265,0.01860646267699265,0.00028850036,1.0,0.0004933698023058547
151,Gull-billed Tern,1.0190330252644366,0.4398476779460907,20.535884554136047,0.021229854693009097,0.021229854464527152,0.049622066,48.0,0.01242080116331406
152,Hairy Woodpecker,0.15714844249713006,0.02273382991552353,27.791220581834153,0.039287110624282515,0.039287110624282515,0.0056546074,4.0,0.004570162379254232
153,Harris's Sparrow,0.06878521637721946,0.0047314059920609,298.0291434264053,0.06878521637721946,0.06878521637721946,0.0002308003,1.0,0.00012117854793477132
